12.645	97.897	-31.717	22.78	-27.781	28.245	-39.686	5.8641	-19.222	45.403	-11.056	54.594	-44.253	1.7238	-47.136	-3.9922	-18.42	46.078	-53.232	-13.143	-194.41	272.53	10.679	-105.13
283.44	409.98	229.52	315.04	257.7	365.65	256.03	360.85	256.52	363.49	251.22	354.23	253.85	357.5	257.27	362.73	225.92	312.6	260.2	365.87	-325.63	-372.32	5.2019	114.65
124.06	180.79	86.788	111.66	90.721	122.01	81.196	101.92	97.352	133.02	102.11	140.42	79.276	97.74	76.902	95.216	96.544	129.94	72.587	89.039	-149.33	76.035	30.277	49.995
-17.002	6.121	15.277	63.848	2.7172	42.808	14.604	59.148	-1.4587	35.401	-2.6669	36.155	14.698	65.182	15.591	65.875	9.3966	55.226	19.983	74.588	443.6	-144.25	34.199	-50.466
150.06	257.75	101.34	173.07	111.9	191.36	98.313	168.76	117.03	205.09	121.68	210.29	93.107	162.98	90.825	160.34	111	191.14	85.846	151.75	-482.56	217.7	16.915	1.3693
169.57	244.43	127.05	168.38	129.34	172.51	118.05	148.41	137.83	190.05	143.25	198.04	112.02	144.26	110.51	141.87	137.16	188.41	106.14	130.56	-150.98	168.06	25.197	70.15
176.07	242.77	148.88	194.38	162.34	221.01	164.29	222.82	160.57	220	159.64	212.55	161.81	220.36	163.9	222	144.54	188.05	166.32	225.11	-266.81	-377.1	26.521	85.025
9.6533	56.373	-10.597	17.587	-18.173	4.1913	-27.856	-8.2433	-12.269	17.401	-6.3024	27.609	-25.653	-8.7038	-28.214	-12.76	-4.8628	30.081	-28.603	-14.178	64.227	143.77	32.015	-53.544
151	193.44	131.41	158.09	118.65	135.08	115.5	132.8	125.49	145.32	132.28	160.63	116.96	135.57	116.92	134.46	138.55	169.75	119.18	139.65	118.03	45.077	14.44	93.725
121.3	205.39	94.564	157.37	107.9	185.46	107.97	185.54	108.27	181.71	102.49	175.85	106.09	181.43	108.09	184.84	89.151	152.76	110.81	187.77	-389.88	-467.76	27.046	4.5513
110.7	147.41	122.6	165.88	126.78	175.83	135.27	193.36	118.39	163.21	112.27	149.69	137.18	198.69	141.55	200.88	109.52	146.42	145.99	209.93	63.952	-466.71	11.608	60.395
48.518	75.775	60.507	98.805	44.18	66.165	53.997	82.467	42.119	64.823	46.266	70.259	56.994	90.101	54.728	92.437	58.857	95.383	61.347	98.881	255.25	-48.257	16.716	11.823
4.7474	74.969	-43.132	-6.622	-37.557	4.1989	-50.567	-21.042	-30.522	15.951	-24.003	24.136	-55.57	-27.409	-58.771	-31.957	-33.06	12.818	-62.619	-40.264	-167.15	114	10.267	-93.17
108.54	113.93	143.47	173.77	135.08	155.21	142.84	176.55	127.13	144.23	126.89	142.28	146.61	181.73	148.06	184.01	136.8	164.29	152.93	193.04	278.57	-204.97	30.411	97.159
-68.997	-46.708	-36.922	12.176	-51.692	-14.066	-40.044	3.7864	-55.766	-23.051	-53.946	-18.2	-37.467	12.833	-35.809	13.97	-40.822	4.2535	-31.059	21.958	372.75	-114.88	18.268	-102.97
167.28	250.18	133.03	195.18	151.81	222.42	148.74	217.71	152.21	223.64	145.92	217.36	147.45	214.28	149.57	219.48	130.54	191.24	150.17	218.63	-396.32	-382.49	29.325	54.331
137.44	187.67	118.95	153.81	107.96	134.74	101.98	127.11	111.59	144.51	119.96	158.36	102.96	128.28	102.79	126.71	125.26	170.34	103.17	127.37	139.29	123.95	15.852	68.174
125.94	180.49	87.687	107.6	96.885	124.87	87.418	110.92	101.64	134.46	105.24	136.87	84.789	104.27	85.017	104.62	92.998	123.33	84.431	101.18	-176.66	-27.517	34.499	57.287
220.85	346.9	174.2	266.12	178.08	276.84	166.35	251.89	189.22	290.43	193.21	298.56	162.43	245.82	163.58	241.21	186.13	285.87	156.12	231.44	-479.98	431.51	15.567	50.842
332.2	492.49	302.36	433.62	284.32	408.96	272.47	386.35	296.18	429.01	309.81	450.43	270.89	384.6	265.01	375.71	316.29	465.28	261.74	366.49	165.45	485.88	6.9832	119.73
94.913	132.12	115.71	169.66	102.41	139.78	106.93	153.12	99.148	136.56	104.07	142.65	113.52	159.65	112.1	159.23	116.51	167.52	115.32	167.66	371.2	-7.7842	20.393	48.195
182.54	276.7	152.83	224.35	145.83	214.5	136.77	196.63	154.66	228.04	163.8	241.12	134.92	193.1	130.03	188.46	163.15	240.48	128.17	179.39	-24.716	434.81	29.959	57.195
9.6622	84.786	-25.136	27.646	-29.104	22.036	-40.387	-0.84885	-20.952	35.237	-12.482	48.628	-42.411	-3.7299	-44.264	-6.3998	-12.645	45.828	-49.823	-16.757	-36.062	281.22	26.393	-94.856
67.292	91.627	114.22	171.89	103.41	151.11	114.28	173.12	95.801	139.83	90.811	133.77	121	180.39	122.05	184.22	108.12	158.29	126.32	192.08	420.68	-254.77	11.571	36.666
162.38	212.88	138.96	163.53	133.17	157.23	125.86	141.28	140.07	168.13	145.88	181.72	124.62	140.27	121.4	135.15	146.24	181.39	119.91	132.2	26.716	123.72	34.007	101.01
76.277	97.643	103.71	146.81	103.05	146.26	116.8	166.13	95.275	132.43	87.356	117.86	118	172.21	120.52	177.19	90.813	126.45	126.86	187.6	180.38	-400.64	29.728	45.305
16.957	89.391	-24.699	15.623	-7.2336	46.235	-12.968	38.576	-6.2758	48.572	-4.9756	47.775	-14.433	35.226	-15.165	36.811	-21.347	22.211	-12.902	36.708	-311.63	-224.19	13.257	-79.684
232.41	350.31	187.48	273.9	191.54	280.21	177.12	255.07	199.05	295.62	204.15	303.98	173.68	251.21	172.43	248.79	199.42	295.29	167.31	236.15	-364.28	468.85	21.338	70.688
